Unique_ID,Date_Taken,Time_Taken,Time_Spent,Q1_Role_Title?,Q2_switch_careers?,Q3_Yearly_Salary,Q4_Industry,Q5_Programming_Language,Q6_Salary_Satisfaction,Q7_Work/Life_Balance_Satisfaction,Q8_Coworkers_Satisfaction,Q9_Management_Satisfaction,Q10_Upward_Mobility_Satisfaction,Q11_Learning_Opportunities_Satisfaction,Q12_Difficulty_Level_Entry_to_Data,Q13_Most_Important_Aspect_New_Job,Q14_Gender,Q15_Age,Q16_Country_of_Recidency,Q17_Education_Level,Q18_Ethnicity
62a38227bae91e4b8b837235,6/10/2022,13:40,0:01:37,Data Analyst,No,150000,Finance,Python,6.0,6.0,5.0,4.0,2.0,4.0,Easy,Remote Work,Male,26,US,Bachelors,White or Caucasian
62a38489cf25554317309145,6/10/2022,13:51,0:01:40,Data Scientist,Yes,150000,Retail,Python,6.0,7.0,7.0,10.0,6.0,7.0,Neither easy nor difficult,Remote Work,Female,32,US,Masters,White or Caucasian
62a384f0cec54911e9cadd6f,6/10/2022,13:52,0:02:41,Data Analyst,Yes,40000,Marketing,SQL,3.0,5.0,6.0,4.0,6.0,6.0,Neither easy nor difficult,Better Salary,Female,40,PL,PhD,White or Caucasian
62a385480f8c8599d5afa5c6,6/10/2022,13:54,0:02:38,Data Engineer,Yes,40000,Manufacturing,Python,4.0,7.0,7.0,6.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,36,SG,Associates,Asian or Asian American
62a3856218134ddc75cf1ee0,6/10/2022,13:54,0:01:29,Data Analyst,Yes,85000,Finance,Python,6.0,10.0,9.0,9.0,9.0,10.0,Difficult,Better Salary,Male,35,US,Bachelors,Hispanic or Latino
62a385c40f8c8599d5afa6cf,6/10/2022,13:56,0:00:59,Data Analyst,Yes,85000,Tech,Python,3.0,4.0,4.0,4.0,5.0,5.0,Very Difficult,Good Work/Life Balance,Male,29,US,Masters,Asian or Asian American
62a385ddbae91e4b8b837855,6/10/2022,13:56,0:04:08,Data Analyst,No,65000,Finance,Python,6.0,5.0,9.0,9.0,7.0,5.0,Neither easy nor difficult,"Other (Please Specify):I just started and I don't like programming so much, so I would search for a more ""impactiful"" role. Meaning: being able to take decisions that steer the business.",Female,25,DE,Masters,Hispanic or Latino
62a385e7b4da29969c6372ab,6/10/2022,13:56,0:02:05,Database Developer,Yes,65000,Hospitality,Python,6.0,8.0,8.0,9.0,6.0,8.0,Difficult,Remote Work,Male,29,US,Bachelors,White or Caucasian
62a386dfcec54911e9cae1d3,6/10/2022,14:01,0:02:04,Data Analyst,No,105000,Agriculture,Python,7.0,6.0,7.0,4.0,5.0,8.0,Difficult,Good Work/Life Balance,Male,26,US,Bachelors,Black or African American
62a3870bbc6861bf31775841,6/10/2022,14:01,0:02:02,Data Analyst,No,40000,Marketing,R,1.0,1.0,1.0,1.0,1.0,1.0,Neither easy nor difficult,Remote Work,Male,34,GH,Bachelors,Black or African American
62a38733f8d5efcc22f859fc,6/10/2022,14:02,0:01:27,Data Analyst,Yes,40000,Finance,Python,5.0,2.0,5.0,4.0,3.0,5.0,Neither easy nor difficult,Good Work/Life Balance,Male,26,EG,Bachelors,White or Caucasian
62a387e6575fa3a5ae8940a1,6/10/2022,14:05,0:02:11,Data Analyst,No,40000,Tech,Python,3.0,3.0,5.0,4.0,3.0,2.0,Difficult,Other (Please Specify):Good opportunities in projects and learnjng,Female,22,IN,Bachelors,Asian or Asian American
62a388d524a262602738b869,6/10/2022,14:09,0:01:40,Student,Yes,40000,Construction,Python,0.0,2.0,0.0,1.0,1.0,2.0,Very Difficult,Remote Work,Female,24,KE,Bachelors,Black or African American
62a38975b4da29969c637830,6/10/2022,14:12,0:03:09,Data Analyst,No,40000,Medical industry ,Python,3.0,6.0,6.0,6.0,4.0,3.0,Neither easy nor difficult,Better Salary,Male,26,CR,Bachelors,Hispanic or Latino
62a38985f8f756164585b89c,6/10/2022,14:12,0:03:13,Data Architect,Yes,40000,Finance,Python,5.0,6.0,2.0,3.0,3.0,5.0,Very Difficult,Good Work/Life Balance,Female,34,PT,Masters,White or Caucasian
62a389b70f8c8599d5afad1a,6/10/2022,14:13,0:02:27,Data Analyst,No,40000,Tech,Python,3.0,5.0,4.0,5.0,4.0,2.0,Neither easy nor difficult,Better Salary,Male,29,IN,Bachelors,Asian or Asian American
62a389ed18134ddc75cf24f8,6/10/2022,14:14,0:01:27,Data Scientist,No,40000,Tech,R,2.0,7.0,7.0,7.0,7.0,7.0,Easy,Better Salary,Male,21,NG,Bachelors,Black or African American
62a38a060a77c1a77f6654b7,6/10/2022,14:14,0:02:47,Analyst,No,40000,Management,Python,2.0,4.0,5.0,3.0,1.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Female,35,MK,Masters,White or Caucasian
62a38a4d575fa3a5ae8944df,6/10/2022,14:15,0:01:43,Data Analyst,No,65000,Education,Python,7.0,7.0,8.0,8.0,6.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,26,US,Bachelors,Black or African American
62a38a97cf25554317309af2,6/10/2022,14:16,0:01:42,Data Analyst,Yes,65000,Warehouse,Python,2.0,4.0,7.0,10.0,5.0,10.0,Neither easy nor difficult,Remote Work,Male,28,US,Bachelors,White or Caucasian
62a38c120f8c8599d5afb0e9,6/10/2022,14:23,0:02:02,Manager,No,65000,Non-Profit,Python,1.0,5.0,5.0,1.0,0.0,3.0,Easy,Better Salary,Female,33,US,Bachelors,White or Caucasian
62a38c9dbc6861bf317760c4,6/10/2022,14:25,0:01:57,Data Analyst,Yes,85000,Consulting,SQL,7.0,6.0,5.0,7.0,4.0,4.0,Easy,Better Salary,Female,56,US,Bachelors,White or Caucasian
62a38de50f8c8599d5afb3e7,6/10/2022,14:31,0:04:30,Developer,No,40000,Insurance,Python,3.0,3.0,6.0,5.0,,4.0,Difficult,Good Work/Life Balance,Male,23,IN,Bachelors,Asian or Asian American
62a3906224a262602738c58a,6/10/2022,14:41,0:01:16,Data Scientist,Yes,150000,Healthcare,Python,4.0,5.0,5.0,5.0,4.0,5.0,Difficult,Better Salary,Male,28,US,Masters,White or Caucasian
62a3907cbae91e4b8b838917,6/10/2022,14:42,0:01:44,Student,No,40000,Other,JavaScript,0.0,0.0,0.0,0.0,0.0,10.0,Neither easy nor difficult,Remote Work,Male,21,EG,High School,White or Caucasian
62a390c0d8c00e9f541a6fd7,6/10/2022,14:43,0:02:14,Student,No,85000,Non-Profit,Python,2.0,2.0,4.0,1.0,2.0,1.0,Neither easy nor difficult,Good Work/Life Balance,Male,35,US,Masters,Black or African American
62a390e4f3072dd89262c0cd,6/10/2022,14:43,0:01:25,Data Analyst,No,65000,Healthcare,Python,7.0,5.0,9.0,9.0,9.0,8.0,Neither easy nor difficult,Remote Work,Male,29,IL,Masters,Asian or Asian American
62a391cacf2555431730a623,6/10/2022,14:47,0:01:18,Data Analyst,No,105000,Tech,Python,9.0,10.0,8.0,8.0,7.0,7.0,Neither easy nor difficult,Other (Please Specify):Projects I�m interested in,Female,23,US,Bachelors,Asian or Asian American
62a39214f8f756164585c6b6,6/10/2022,14:48,0:03:06,Admin,No,65000,Finance,Python,3.0,3.0,3.0,0.0,0.0,1.0,Difficult,Good Work/Life Balance,Male,25,IN,Bachelors,Asian or Asian American
62a39297b4da29969c638679,6/10/2022,14:51,0:01:36,Data Engineer,Yes,105000,eCommerce,Python,8.0,7.0,10.0,9.0,10.0,10.0,Easy,Better Salary,Male,27,US,Masters,White or Caucasian
62a393330a77c1a77f6662e4,6/10/2022,14:53,0:01:54,Data Analyst,No,40000,Tech,Python,3.0,8.0,7.0,5.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,22,IN,Bachelors,Other (Please Specify):Indian
62a3944024a262602738cb07,6/10/2022,14:58,0:02:02,Data Analyst,Yes,40000,IT,Python,6.0,3.0,5.0,7.0,5.0,7.0,Neither easy nor difficult,Good Work/Life Balance,Male,22,IN,Bachelors,Asian or Asian American
62a3951ed8c00e9f541a75d1,6/10/2022,15:01,0:01:41,Other,No,125000,Other,Java,7.0,7.0,4.0,5.0,5.0,4.0,Neither easy nor difficult,Better Salary,Male,43,US,Masters,Asian or Asian American
62a3958fcec54911e9caf827,6/10/2022,15:03,0:05:13,Admin,Yes,40000,Tech,Python,3.0,5.0,8.0,4.0,5.0,5.0,Difficult,Better Salary,Female,32,US,Bachelors,Asian or Asian American
62a3970ebae91e4b8b839495,6/10/2022,15:10,0:01:06,Student,Yes,85000,Healthcare,Other,,,,,,0.0,Difficult,Good Work/Life Balance,Female,42,US,Masters,Asian or Asian American
62a3976ecf2555431730af5e,6/10/2022,15:11,0:01:40,Analyst,No,85000,Legal,Python,4.0,6.0,2.0,3.0,3.0,2.0,Very Difficult,Remote Work,Male,31,US,Bachelors,Hispanic or Latino
62a397fb5d257a28a30e279a,6/10/2022,15:14,0:01:20,Data Engineer,No,40000,Marketing,Python,0.0,10.0,10.0,5.0,0.0,3.0,Neither easy nor difficult,Better Salary,Male,25,UK,Bachelors,White or Caucasian
62a3980c7dc029e2d66c9a81,6/10/2022,15:14,0:01:49,Data Analyst,No,65000,Agriculture,SQL,3.0,5.0,5.0,5.0,3.0,2.0,Neither easy nor difficult,Better Salary,Female,25,US,Masters,Asian or Asian American
62a3980e0f8c8599d5afc32c,6/10/2022,15:14,0:01:27,Data Analyst,Yes,125000,Aviation,SAS,9.0,9.0,9.0,6.0,9.0,8.0,Difficult,Good Work/Life Balance,Male,31,US,Masters,Asian or Asian American
62a39a340f8c8599d5afc6ce,6/10/2022,15:23,0:01:23,Data Scientist,Yes,40000,Education,Python,3.0,3.0,1.0,1.0,1.0,6.0,Difficult,Better Salary,Male,36,MA,Masters,White or Caucasian
62a39a95bc6861bf3177751d,6/10/2022,15:25,0:02:24,Analyst,No,65000,Healthcare,Python,6.0,8.0,8.0,8.0,8.0,10.0,Neither easy nor difficult,Good Work/Life Balance,Female,35,BG,Masters,White or Caucasian
62a39b315d257a28a30e2cae,6/10/2022,15:27,0:01:40,Data Analyst,Yes,85000,Utilities,R,6.0,10.0,10.0,10.0,9.0,8.0,Easy,Remote Work,Male,28,US,Bachelors,White or Caucasian
62a39b6cf408bae018ede929,6/10/2022,15:28,0:01:55,Data Analyst,No,40000,Audit Firm,Python,8.0,8.0,9.0,9.0,8.0,7.0,Neither easy nor difficult,Better Salary,Male,27,Other,Bachelors,Hispanic or Latino
62a39bd324a262602738d725,6/10/2022,15:30,0:01:23,Data Analyst,Yes,40000,Sports,Python,7.0,4.0,7.0,4.0,8.0,10.0,Easy,Good Work/Life Balance,Male,25,CR,Bachelors,Hispanic or Latino
62a39e03f408bae018eded39,6/10/2022,15:39,0:01:59,Data Analyst,No,40000,eCommerce,Python,6.0,6.0,10.0,8.0,6.0,8.0,Neither easy nor difficult,Better Salary,Male,25,PL,Bachelors,White or Caucasian
62a39e69d8c00e9f541a8358,6/10/2022,15:41,0:01:10,Analyst,No,65000,Marketing,R,5.0,5.0,5.0,5.0,5.0,5.0,Difficult,Good Work/Life Balance,Male,22,US,Masters,White or Caucasian
62a3a0bcf8f756164585daf7,6/10/2022,15:51,0:03:49,Data Analyst,Yes,65000,Healthcare,None,7.0,8.0,8.0,4.0,6.0,8.0,Neither easy nor difficult,Good Culture,Male,38,DE,High School,White or Caucasian
62a3a1a62e54c9003e53dc35,6/10/2022,15:55,0:01:47,Data Analyst,Yes,40000,Education,Python,0.0,0.0,5.0,0.0,0.0,0.0,Difficult,Good Culture,Male,27,KE,Bachelors,Black or African American
62a3a231b4da29969c639b2c,6/10/2022,15:57,0:02:55,Data Analyst,Yes,105000,Consulting,None,4.0,4.0,2.0,2.0,2.0,2.0,Easy,Remote Work,Female,34,CA,Bachelors,Black or African American
62a3a3800f8c8599d5afd4db,6/10/2022,16:03,0:01:45,Data Analyst,Yes,85000,Non-Profit,Python,9.0,10.0,10.0,9.0,8.0,10.0,Difficult,Better Salary,Female,31,US,Bachelors,White or Caucasian
62a3a4fdbae91e4b8b83ab6f,6/10/2022,16:09,0:03:52,Data Analyst,Yes,65000,Tech,Python,4.0,9.0,8.0,8.0,6.0,10.0,Neither easy nor difficult,Better Salary,Female,33,CA,Masters,Black or African American
62a3a7f50a77c1a77f668221,6/10/2022,16:22,0:00:59,Student,Yes,40000,Tech,Python,2.0,5.0,5.0,5.0,5.0,5.0,Very Difficult,Remote Work,Male,23,US,Bachelors,Asian or Asian American
62a3a90f24a262602738e800,6/10/2022,16:26,0:01:26,Data Analyst,Yes,65000,Healthcare,Excel,3.0,10.0,9.0,10.0,5.0,0.0,Neither easy nor difficult,Better Salary,Female,25,US,Bachelors,Asian or Asian American
62a3a9dbd8c00e9f541a93eb,6/10/2022,16:30,0:01:54,Data Analyst,Yes,40000,Tech,Python,4.0,4.0,4.0,5.0,2.0,1.0,Difficult,Better Salary,Male,29,IR,Masters,White or Caucasian
62a3aaa3cec54911e9cb1724,6/10/2022,16:33,0:02:16,Data Engineer,Yes,65000,Healthcare,R,5.0,7.0,9.0,8.0,8.0,8.0,Neither easy nor difficult,Better Salary,Female,29,US,Masters,Black or African American
62a3ab320f8c8599d5afdfa8,6/10/2022,16:36,0:01:45,Data Analyst,Yes,40000,Tech,R,3.0,4.0,4.0,4.0,4.0,2.0,Easy,Better Salary,Male,31,IN,Masters,Asian or Asian American
62a3abacd8c00e9f541a96eb,6/10/2022,16:38,0:01:33,Student,No,40000,Real Estate,R,0.0,5.0,0.0,0.0,0.0,0.0,Very Difficult,Remote Work,Male,34,ZA,High School,Black or African American
62a3ac4bf8f756164585ea83,6/10/2022,16:40,0:02:04,Data Analyst,Yes,40000,Tech,Python,3.0,2.0,4.0,3.0,7.0,8.0,Easy,Good Work/Life Balance,Male,26,BD,Bachelors,Other (Please Specify):Bangladeshi
62a3ad35cec54911e9cb1b5c,6/10/2022,16:44,0:01:34,Data Scientist,No,105000,Healthcare,Python,4.0,6.0,5.0,6.0,6.0,4.0,Neither easy nor difficult,Remote Work,Female,26,US,Bachelors,White or Caucasian
62a3ae69bc6861bf3177900d,6/10/2022,16:49,0:02:55,Quality Improvement,Yes,65000,Law Enforcement,DAX,3.0,6.0,9.0,6.0,5.0,10.0,Difficult,Other (Please Specify):Mentorship from leading Data Analyst,Male,27,US,Masters,Black or African American
62a3af26cec54911e9cb1f3a,6/10/2022,16:52,0:01:42,Data Analyst,Yes,85000,Logistics,Python,8.0,5.0,9.0,6.0,6.0,10.0,Neither easy nor difficult,Remote Work,Male,26,US,Bachelors,White or Caucasian
62a3af66f8f756164585eeb8,6/10/2022,16:53,0:03:01,Student,Yes,40000,Tech,Python,4.0,5.0,4.0,4.0,3.0,4.0,Very Difficult,Better Salary,Female,26,US,Masters,Asian or Asian American
62a3b135b4da29969c63b1ed,6/10/2022,17:01,0:01:18,Data Analyst,Yes,65000,Finance,R,2.0,5.0,5.0,5.0,4.0,5.0,Easy,Better Salary,Male,24,US,Bachelors,White or Caucasian
62a3b255d8c00e9f541a9fd5,6/10/2022,17:06,0:02:18,Data Analyst,Yes,105000,Retail,Python,4.0,6.0,3.0,4.0,4.0,2.0,Easy,Better Salary,Female,28,IE,Masters,Other (Please Specify):Indian
62a3b314f408bae018ee0938,6/10/2022,17:09,0:01:18,Data Analyst,Yes,125000,Manufacturing,R,8.0,8.0,10.0,9.0,7.0,5.0,Easy,Better Salary,Male,29,US,Bachelors,White or Caucasian
62a3b3f6bc6861bf3177973b,6/10/2022,17:13,0:01:02,Data Analyst,Yes,85000,Finance,Python,3.0,2.0,1.0,1.0,0.0,2.0,Very Difficult,Better Salary,Female,26,US,Masters,Asian or Asian American
62a3ba4dbc6861bf31779f24,6/10/2022,17:40,0:01:19,Data Analyst,Yes,65000,Aerospace,Python,3.0,5.0,3.0,3.0,1.0,1.0,Neither easy nor difficult,Better Salary,Male,28,UK,Bachelors,White or Caucasian
62a3baa624a262602738ff27,6/10/2022,17:41,0:04:19,Data Analyst,No,40000,Finance,Python,6.0,8.0,7.0,6.0,2.0,4.0,Easy,Other (Please Specify):Intresting work,Male,25,FR,Masters,White or Caucasian
62a3bc00d8c00e9f541aad66,6/10/2022,17:47,0:01:30,Data Analyst,Yes,85000,Finance,R,5.0,7.0,7.0,3.0,7.0,9.0,Difficult,Better Salary,Female,26,US,Bachelors,Asian or Asian American
62a3bf1b0a77c1a77f66a347,6/10/2022,18:00,0:05:36,Data Engineer,Yes,150000,Healthcare,Python,6.0,3.0,9.0,5.0,8.0,8.0,Neither easy nor difficult,Remote Work,Female,38,US,Masters,White or Caucasian
62a3c021f8f756164586043f,6/10/2022,18:05,0:02:00,Other,Yes,40000,Government,SQL,0.0,3.0,3.0,3.0,4.0,4.0,Neither easy nor difficult,Better Salary,Female,20,NG,High School,Black or African American
62a3c1b1bc6861bf3177aa8c,6/10/2022,18:12,0:02:04,Data Analyst,No,85000,Education,SQL,4.0,6.0,7.0,7.0,2.0,2.0,Neither easy nor difficult,Remote Work,Female,45,US,Masters,Black or African American
62a3c30324a26260273909b9,6/10/2022,18:17,0:01:18,Data Analyst,No,105000,Marketing,Python,5.0,3.0,5.0,6.0,6.0,4.0,Difficult,Good Work/Life Balance,Male,27,CA,Masters,Other (Please Specify):Pakistani
62a3c476bc6861bf3177ad9d,6/10/2022,18:23,0:02:58,Data Analyst,Yes,65000,Consulting,Python,3.0,7.0,7.0,7.0,7.0,6.0,Difficult,Good Culture,Male,28,CA,Masters,Asian or Asian American
62a3c5f2cec54911e9cb3d9b,6/10/2022,18:30,0:04:30,Student,Yes,40000,Student,R,2.0,10.0,10.0,10.0,10.0,3.0,Neither easy nor difficult,Remote Work,Female,29,DE,Bachelors,Other (Please Specify):Russian
62a3c7f1bc6861bf3177b06e,6/10/2022,18:38,0:01:57,Manager,No,65000,Tech,C/C++,7.0,7.0,7.0,7.0,7.0,7.0,Neither easy nor difficult,Better Salary,Female,43,SG,High School,Asian or Asian American
62a3c8652e54c9003e54103e,6/10/2022,18:40,0:02:27,Data Analyst,Yes,40000,Finance,Python,0.0,5.0,9.0,9.0,0.0,10.0,Neither easy nor difficult,Remote Work,Male,26,AQ,Bachelors,Black or African American
62a3ca44bae91e4b8b83dcd4,6/10/2022,18:48,0:04:17,Student,No,65000,Tech,SQL,7.0,8.0,7.0,7.0,8.0,7.0,Neither easy nor difficult,"Other (Please Specify):Mix of better salary, good work/life balance, remote work and good culture",Female,47,US,Bachelors,Black or African American
62a3cafff8d5efcc22f8b5cb,6/10/2022,18:51,0:01:42,Student,Yes,40000,Finance,Python,,,,8.0,10.0,10.0,Easy,Remote Work,Male,23,NG,Bachelors,Black or African American
62a3cbfef8d5efcc22f8b6f1,6/10/2022,18:55,0:01:20,Data Analyst,Yes,40000,Tech,Python,0.0,1.0,1.0,1.0,1.0,2.0,Very Difficult,Better Salary,Male,25,EG,Bachelors,Other (Please Specify):Egyp
62a3cde8f8f7561645861366,6/10/2022,19:04,0:02:02,Admin,No,40000,Finance,Python,6.0,6.0,3.0,7.0,2.0,4.0,Very Difficult,Other (Please Specify):Learning opportunity,Male,32,PL,Masters,White or Caucasian
62a3cfed0f8c8599d5b00b12,6/10/2022,19:12,0:01:09,Data Analyst,Yes,40000,Finance,Python,1.0,10.0,10.0,5.0,3.0,1.0,Neither easy nor difficult,Better Salary,Female,25,US,Bachelors,White or Caucasian
62a3d21ef3072dd8926314d1,6/10/2022,19:22,0:02:40,Data Analyst,No,40000,Finance,Python,1.0,2.0,10.0,1.0,2.0,8.0,Difficult,Remote Work,Female,29,VE,Bachelors,Hispanic or Latino
62a3d37c0a77c1a77f66bc0e,6/10/2022,19:27,0:01:11,Data Analyst,No,65000,Healthcare,SQL,3.0,7.0,5.0,5.0,3.0,3.0,Neither easy nor difficult,Better Salary,Female,33,US,Bachelors,Asian or Asian American
62a3d8dbf8f7561645861f9d,6/10/2022,19:50,0:04:51,Data Analyst,No,125000,Education,Python,6.0,10.0,10.0,10.0,7.0,6.0,Easy,Other (Please Specify):Learning New Things,Male,36,US,Masters,Asian or Asian American
62a3d9697dc029e2d66cf087,6/10/2022,19:53,0:01:32,Data Analyst,Yes,65000,Healthcare,Python,4.0,10.0,9.0,3.0,0.0,10.0,Difficult,Good Work/Life Balance,Male,25,US,Bachelors,White or Caucasian
62a3dac9f3072dd892631e12,6/10/2022,19:59,0:03:19,Data Scientist,No,225000,Other,Python,8.0,7.0,8.0,7.0,7.0,8.0,Neither easy nor difficult,Good Work/Life Balance,Male,38,US,Masters,White or Caucasian
62a3dc3ab4da29969c63e3d7,6/10/2022,20:05,0:03:42,Data Analyst,Yes,85000,Utilities,R,3.0,2.0,6.0,6.0,5.0,4.0,Difficult,Good Work/Life Balance,Male,30,US,Masters,Other (Please Specify):Half black and half white
62a3e2abf8f75616458628d1,6/10/2022,20:32,0:01:48,Data Analyst,Yes,65000,Tech,Python,3.0,5.0,6.0,6.0,6.0,7.0,Difficult,Good Culture,Male,35,US,Masters,Black or African American
62a3e32bd8c00e9f541ad5f0,6/10/2022,20:34,0:01:44,Other,No,65000,Education,SQL,0.0,1.0,10.0,5.0,0.0,0.0,Difficult,Better Salary,Female,42,US,Bachelors,White or Caucasian
62a3ecf7bc6861bf3177d5c2,6/10/2022,21:16,0:01:40,Data Analyst,Yes,85000,Healthcare,Python,3.0,5.0,4.0,6.0,4.0,6.0,Easy,Remote Work,Male,30,US,Masters,White or Caucasian
62a3eea9bae91e4b8b8401a4,6/10/2022,21:23,0:01:57,Student,Yes,40000,Other,Python,0.0,0.0,0.0,0.0,0.0,4.0,Very Difficult,Better Salary,Female,25,NG,Bachelors,Black or African American
62a3f39df8d5efcc22f8ddc2,6/10/2022,21:45,1:09:45,Data Analyst,No,105000,Healthcare,Python,5.0,9.0,5.0,2.0,5.0,1.0,Difficult,Good Culture,Female,28,US,Bachelors,Asian or Asian American
62a3f6a25d257a28a30e9d02,6/10/2022,21:57,0:04:54,Data Analyst,Yes,40000,Manufacturing,Python,5.0,10.0,8.0,5.0,7.0,10.0,Very Difficult,Other (Please Specify):Salary and expo,Male,28,CA,Bachelors,Asian or Asian American
62a3f6d9bae91e4b8b8408ca,6/10/2022,21:58,0:00:59,Student,No,40000,Student,SQL,0.0,0.0,0.0,0.0,0.0,0.0,Neither easy nor difficult,Better Salary,Male,20,MY,High School,Asian or Asian American
62a3fc7c7dc029e2d66d10e8,6/10/2022,22:22,0:02:26,Data Analyst,Yes,125000,Construction,Excel,7.0,8.0,7.0,7.0,10.0,10.0,Easy,Good Culture,Male,33,US,Masters,Hispanic or Latino
62a3fe0d5d257a28a30ea3c8,6/10/2022,22:29,0:12:09,Data Analyst,No,85000,Tech,Python,8.0,6.0,7.0,7.0,8.0,8.0,Easy,Better Salary,Male,23,US,Associates,White or Caucasian
62a3fea50a77c1a77f66e41b,6/10/2022,22:32,0:00:43,Data Analyst,Yes,40000,Healthcare,R,4.0,5.0,7.0,7.0,5.0,7.0,Neither easy nor difficult,Better Salary,Female,35,BR,Bachelors,Hispanic or Latino
62a40276bc6861bf3177e6fd,6/10/2022,22:48,0:04:01,Student,Yes,40000,Automotive,Python,2.0,2.0,3.0,3.0,2.0,3.0,Difficult,Good Work/Life Balance,Male,22,IN,Bachelors,Asian or Asian American
62a403bbf8d5efcc22f8eb18,6/10/2022,22:53,0:02:40,Data Analyst,Yes,40000,Tech,Python,5.0,10.0,5.0,6.0,6.0,8.0,Very Difficult,Better Salary,Male,33,IN,Bachelors,Asian or Asian American
62a403d30f8c8599d5b03d65,6/10/2022,22:54,0:00:59,Data Engineer,No,40000,Real Estate,Python,1.0,7.0,7.0,7.0,1.0,2.0,Very Easy,Better Salary,Male,22,US,Bachelors,White or Caucasian
62a4044acf25554317312a81,6/10/2022,22:56,0:03:27,Data Analyst,Yes,105000,Supply Chain,R,7.0,8.0,8.0,7.0,5.0,9.0,Neither easy nor difficult,Remote Work,Male,35,US,Bachelors,White or Caucasian
62a4061bf408bae018ee5deb,6/10/2022,23:03,0:02:55,Data Analyst,Yes,85000,Agriculture,SQL,8.0,5.0,6.0,4.0,4.0,8.0,Easy,Good Work/Life Balance,Female,37,US,Masters,White or Caucasian
62a40726575fa3a5ae89d990,6/10/2022,23:08,0:00:51,Student,Yes,40000,Finance,Python,4.0,,,,,,Very Easy,Better Salary,Male,22,US,Associates,Other (Please Specify):7
62a4098124a2626027394ddc,6/10/2022,23:18,0:02:12,Data Analyst,Yes,85000,Healthcare,Python,10.0,10.0,10.0,7.0,10.0,10.0,Neither easy nor difficult,Better Salary,Male,36,US,Masters,White or Caucasian
62a40c99575fa3a5ae89de4b,6/10/2022,23:31,0:02:29,Data Scientist,Yes,105000,Consulting,Python,6.0,5.0,8.0,8.0,7.0,9.0,Easy,Good Work/Life Balance,Male,26,IN,Bachelors,Hispanic or Latino
62a40d86d8c00e9f541afb5e,6/10/2022,23:35,0:05:15,Data Analyst,Yes,40000,Marketing,R,3.0,2.0,6.0,5.0,5.0,6.0,Neither easy nor difficult,Good Culture,Female,25,KR,Bachelors,Asian or Asian American
62a40da3cf255543173132e2,6/10/2022,23:36,0:02:55,Data Analyst,Yes,65000,Law,R,4.0,6.0,6.0,5.0,5.0,6.0,Neither easy nor difficult,Remote Work,Female,34,US,High School,White or Caucasian
62a40dfa5d257a28a30eb110,6/10/2022,23:37,0:02:58,Data Analyst,Yes,40000,Food & Beverage,Python,4.0,8.0,8.0,8.0,7.0,8.0,Difficult,Remote Work,Male,33,CL,Bachelors,Hispanic or Latino
62a410b5cec54911e9cb8262,6/10/2022,23:49,0:02:00,Student,No,65000,Retail,Python,0.0,4.0,0.0,1.0,4.0,2.0,Very Difficult,Good Work/Life Balance,Male,37,US,Bachelors,White or Caucasian
62a41135bc6861bf3177f3d8,6/10/2022,23:51,0:01:27,Data Analyst,No,85000,Marketing,Python,5.0,5.0,7.0,6.0,4.0,6.0,Very Easy,Better Salary,Female,54,US,High School,White or Caucasian
62a41795cec54911e9cb8854,6/11/2022,0:18,0:00:59,Data Analyst,Yes,40000,Finance,Python,2.0,,,,,,Very Easy,Better Salary,Male,26,IN,Bachelors,Asian or Asian American
62a41964d8c00e9f541b061d,6/11/2022,0:26,0:01:49,Data Analyst,No,65000,Education,R,4.0,7.0,7.0,7.0,2.0,7.0,Neither easy nor difficult,Better Salary,Female,27,US,Masters,Hispanic or Latino
62a41968f8d5efcc22f8fd44,6/11/2022,0:26,0:02:20,Database Developer,Yes,40000,Telecommunication,SQL,2.0,3.0,6.0,6.0,3.0,5.0,Difficult,Better Salary,Male,24,UK,Bachelors,White or Caucasian
62a41e23bc6861bf3177fffb,6/11/2022,0:46,0:01:41,Data Analyst,Yes,40000,Finance,Python,5.0,5.0,5.0,5.0,5.0,10.0,Neither easy nor difficult,Better Salary,Male,24,EG,Bachelors,White or Caucasian
62a421cebc6861bf317803f5,6/11/2022,1:02,0:01:29,Consultant,Yes,40000,Consulting,Python,3.0,4.0,5.0,3.0,2.0,3.0,Neither easy nor difficult,Better Salary,Male,27,Other,Bachelors,White or Caucasian
62a42243f8d5efcc22f90c55,6/11/2022,1:04,0:01:37,Student,No,40000,Other,Python,0.0,0.0,0.0,0.0,0.0,0.0,Very Difficult,Remote Work,Male,25,ID,Bachelors,Asian or Asian American
62a424ccd8c00e9f541b114e,6/11/2022,1:14,0:02:47,Data Analyst,Yes,40000,Tech,Python,1.0,7.0,7.0,7.0,7.0,1.0,Difficult,Better Salary,Female,28,UK,Masters,Black or African American
62a42527b4da29969c6423f7,6/11/2022,1:16,0:01:23,Developer,No,65000,Education,Python,3.0,6.0,5.0,5.0,3.0,4.0,Easy,Remote Work,Male,21,US,Bachelors,Asian or Asian American
